doc_idxs,tokens,tags,clidxs,base_forms
ru-1118,Кто сменит Джонсон главы МИД,O O B_PER O B_ORG,O O B_PER-Boris-Johnson O B_ORG-Foreign-Office,O O Джонсон O МИД
ru-1118,7 июля газета The Times лава правительство пообещала отправить в отставку Джонсон осоюза .,O O O B_PRO I_PRO O O O O O O B_PER O O,O O O B_PRO-The-Times I_PRO-The-Times O O O O O O B_PER-Boris-Johnson O O,O O O The Times O O O O O O Джонсон O O
ru-1118,"В комментарии Би-би-си о уход Джонсон ую для премьера ситуацию в полномасштабный кризис "" .",O O B_ORG O O B_PER O O O O O O O O O,O O B_ORG-BBC-Ltd O O B_PER-Boris-Johnson O O O O O O O O O,O O Би-би-си O O Джонсон O O O O O O O O O
ru-1118,"Джонсон олицетворял собой кампанию по выходу Британии из ЕС ся в публикации , его уход может послужить дополнительным поводом для слухов о возможной смене лидера партии консеваторов .",B_PER O O O O B_EVT I_EVT I_EVT I_EVT O O O O O O O O O O O O O O O O O O O,B_PER-Boris-Johnson O O O O B_EVT-Brexit I_EVT-Brexit I_EVT-Brexit I_EVT-Brexit O O O O O O O O O O O O O O O O O O O,Джонсон O O O O выход Ьритании из ЕС O O O O O O O O O O O O O O O O O O O
ru-1118,Ранее сегодня подал в отставку британского министра по вопросам выхода из Европейского Союза,O O O O O O O O O O O B_ORG I_ORG,O O O O O O O O O O O B_ORG-European-Union I_ORG-European-Union,O O O O O O O O O O O Европейский Союз
ru-1118,"Он выразил несогласие со стратегией "" мягкого брексита",O O O O O O O B_EVT,O O O O O O O B_EVT-Brexit,O O O O O O O брексит
ru-1118,"В заявлении об уходе Дэвис яя тенденция в политике и тактике "" делает "" все менее и менее вероятным "" выход Британии",O O O O B_PER O O O O O O O O O O O O O O O O B_LOC,O O O O B_PER-David-Davis O O O O O O O O O O O O O O O O B_GPE-Great-Britain,O O O O Дэвис O O O O O O O O O O O O O O O O Британия
ru-1107,"Новым министром Великобритании xit назначен Доминик Рааб а по делам регионов и местного самоуправления , говорится в официальном заявлении канцелярии премьер-министра Терезы Мэй",O O B_LOC O O B_PER I_PER O O O O O O O O O O O O O O B_PER I_PER,O O B_GPE-Great-Britain O O B_PER-Dominic-Raab I_PER-Dominic-Raab O O O O O O O O O O O O O O B_PER-Theresa-May I_PER-Theresa-May,O O Великобритания O O Доминик Рааб O O O O O O O O O O O O O O Тереза Мэй
ru-1107,""" Королева с удовольствием одобрила назначение Доминика Рааба , - сообщается на странице канцелярии в Назначение Рааба",O O O O O O B_PER I_PER O O O O O O O O B_PER,O O O O O O B_PER-Dominic-Raab I_PER-Dominic-Raab O O O O O O O O B_PER-Dominic-Raab,O O O O O O Доминик Рааб O O O O O O O O Рааб
ru-1107,"Политик , который относится к евроскептикам , выразил несогласие в связи с предложениями Мэй сельского хозяйства .",O O O O O O O O O O O O O B_PER O O O,O O O O O O O O O O O O O B_PER-Theresa-May O O O,O O O O O O O O O O O O O Мэй O O O
ru-1107,"Эксперты полагают , что это свидетельствует об отказе Лондона",O O O O O O O O B_LOC,O O O O O O O O B_GPE-London,O O O O O O O O Лондон
ru-1107,"Ожидается , что уже на текущей неделе кабинет представит "" Белую книгу",O O O O O O O O O O B_PRO I_PRO,O O O O O O O O O O B_PRO-Brexit-withdrawal-agreement I_PRO-Brexit-withdrawal-agreement,O O O O O O O O O O Белая книга
ru-1107,Выход Великобритании по-прежнему намечен на 29 марта 2019 года .,O B_LOC O O O O O O O O,O B_GPE-Great-Britain O O O O O O O O,O Великобритания O O O O O O O O
ru-1004,Глава МИД Великобритании Джонсон т ТАСС министра страны Терезы Мэй,O B_ORG I_ORG B_PER O B_ORG O O B_PER I_PER,O B_ORG-Foreign-Office I_ORG-Foreign-Office B_PER-Boris-Johnson O B_ORG-TASS O O B_PER-Theresa-May I_PER-Theresa-May,O МИД Великобритании Джонсон O ТАСС O O Тереза Мэй
ru-1004,Имя нового министра обещают назвать в ближайшее время .,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
ru-1004,"Также сообщается , что Мэй а за работу .",O O O O B_PER O O O O,O O O O B_PER-Theresa-May O O O O,O O O O Мэй O O O O
ru-1004,8 июля в отставку подал министр по вопросам Brexit,O O O O O O O O B_EVT,O O O O O O O O B_EVT-Brexit,O O O O O O O O Brexit
ru-1004,Причиной стало его несогласие с предложенным Мэй Brexit,O O O O O O B_PER B_EVT,O O O O O O B_PER-Theresa-May B_EVT-Brexit,O O O O O O Мэй Brexit
ru-1004,Дэвис счел его слишком большой уступкой ЕС,B_PER O O O O O B_ORG,B_PER-David-Davis O O O O O B_ORG-European-Union,Дэвис O O O O O ЕС
ru-1004,"Сообщалось , что Джонсон критиковал план премьера .",O O O B_PER O O O O,O O O B_PER-Boris-Johnson O O O O,O O O Джонсон O O O O
ru-1004,Сегодня экс-глава МИД ь участие в пресс-конференции с коллегами из Германии дных Балкан .,O O B_ORG O O O O O O O B_LOC O O O,O O B_ORG-Foreign-Office O O O O O O O B_GPE-Germany O O O,O O МИД O O O O O O O Германия O O O
ru-1004,В итоге Джонсон е пришел на мероприятие .,O O B_PER O O O O O,O O B_PER-Boris-Johnson O O O O O,O O Джонсон O O O O O
ru-1004,Пост министра иностранных дел он занимал меньше двух лет .,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
ru-1004,"Политические аналитики полагают , что его отставка может привести к борьбе внутри правящей Консервативной партии еля и премьер-министра .",O O O O O O O O O O O O O B_ORG I_ORG O O O O,O O O O O O O O O O O O O B_ORG-Conservative-and-Unionist-Party-UK I_ORG-Conservative-and-Unionist-Party-UK O O O O,O O O O O O O O O O O O O Консервативная партия O O O O
ru-1104,Премьер-министр Великобритании ачила в понедельник Доминика Рааба,O B_LOC O O O B_PER I_PER,O B_GPE-Great-Britain O O O B_PER-Dominic-Raab I_PER-Dominic-Raab,O Великобритания O O O Доминик Рааб
ru-1104,"Это произошло после того , как его предшественник ушел в знак протеста против планов правительства относительно тесных торговых отношений с Европейским союзом",O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG,O O O O O O O O O O O O O O O O O O O O B_ORG-European-Union I_ORG-European-Union,O O O O O O O O O O O O O O O O O O O O Европейский союз
ru-1104,""" Королева была рада одобрить назначение Доминика Рааба о вопросам выхода из Европейского союза",O O O O O O B_PER I_PER O O O O B_ORG I_ORG,O O O O O O B_PER-Dominic-Raab I_PER-Dominic-Raab O O O O B_ORG-European-Union I_ORG-European-Union,O O O O O O Доминик Рааб O O O O Европейский союз
